class,type,scenario,vintage,value
1,onshore,Advanced,2021,0.513584727
1,onshore,Advanced,2022,0.519693091
1,onshore,Advanced,2023,0.525801455
1,onshore,Advanced,2024,0.531909818
1,onshore,Advanced,2025,0.538018182
1,onshore,Advanced,2026,0.544126545
1,onshore,Advanced,2027,0.550234909
1,onshore,Advanced,2028,0.556343273
1,onshore,Advanced,2029,0.562451636
1,onshore,Advanced,2030,0.56856
1,onshore,Advanced,2031,0.56912856
1,onshore,Advanced,2032,0.56969712
1,onshore,Advanced,2033,0.57026568
1,onshore,Advanced,2034,0.57083424
1,onshore,Advanced,2035,0.5714028
1,onshore,Advanced,2036,0.57197136
1,onshore,Advanced,2037,0.57253992
1,onshore,Advanced,2038,0.57310848
1,onshore,Advanced,2039,0.57367704
1,onshore,Advanced,2040,0.5742456
1,onshore,Advanced,2041,0.57481416
1,onshore,Advanced,2042,0.57538272
1,onshore,Advanced,2043,0.57595128
1,onshore,Advanced,2044,0.57651984
1,onshore,Advanced,2045,0.5770884
1,onshore,Advanced,2046,0.57765696
1,onshore,Advanced,2047,0.57822552
1,onshore,Advanced,2048,0.57879408
1,onshore,Advanced,2049,0.57936264
1,onshore,Advanced,2050,0.5799312
1,onshore,Moderate,2019,0.501368
1,onshore,Moderate,2020,0.505091909
1,onshore,Moderate,2021,0.508815818
1,onshore,Moderate,2022,0.512539727
1,onshore,Moderate,2023,0.516263636
1,onshore,Moderate,2024,0.519987545
1,onshore,Moderate,2025,0.523711455
1,onshore,Moderate,2026,0.527435364
1,onshore,Moderate,2027,0.531159273
1,onshore,Moderate,2028,0.534883182
1,onshore,Moderate,2029,0.538607091
1,onshore,Moderate,2030,0.542331
1,onshore,Moderate,2031,0.542602166
1,onshore,Moderate,2032,0.542873331
1,onshore,Moderate,2033,0.543144497
1,onshore,Moderate,2034,0.543415662
1,onshore,Moderate,2035,0.543686828
1,onshore,Moderate,2036,0.543957993
1,onshore,Moderate,2037,0.544229159
1,onshore,Moderate,2038,0.544500324
1,onshore,Moderate,2039,0.54477149
1,onshore,Moderate,2040,0.545042655
1,onshore,Moderate,2041,0.545313821
1,onshore,Moderate,2042,0.545584986
1,onshore,Moderate,2043,0.545856152
1,onshore,Moderate,2044,0.546127317
1,onshore,Moderate,2045,0.546398483
1,onshore,Moderate,2046,0.546669648
1,onshore,Moderate,2047,0.546940814
1,onshore,Moderate,2048,0.547211979
1,onshore,Moderate,2049,0.547483145
1,onshore,Moderate,2050,0.54775431
1,onshore,Conservative,2019,0.501368
1,onshore,Conservative,2020,0.502061364
1,onshore,Conservative,2021,0.502754727
1,onshore,Conservative,2022,0.503448091
1,onshore,Conservative,2023,0.504141455
1,onshore,Conservative,2024,0.504834818
1,onshore,Conservative,2025,0.505528182
1,onshore,Conservative,2026,0.506221545
1,onshore,Conservative,2027,0.506914909
1,onshore,Conservative,2028,0.507608273
1,onshore,Conservative,2029,0.508301636
1,onshore,Conservative,2030,0.508995
1,onshore,Conservative,2031,0.509122249
1,onshore,Conservative,2032,0.509249498
1,onshore,Conservative,2033,0.509376746
1,onshore,Conservative,2034,0.509503995
1,onshore,Conservative,2035,0.509631244
1,onshore,Conservative,2036,0.509758493
1,onshore,Conservative,2037,0.509885741
1,onshore,Conservative,2038,0.51001299
1,onshore,Conservative,2039,0.510140239
1,onshore,Conservative,2040,0.510267488
1,onshore,Conservative,2041,0.510394736
1,onshore,Conservative,2042,0.510521985
1,onshore,Conservative,2043,0.510649234
1,onshore,Conservative,2044,0.510776483
1,onshore,Conservative,2045,0.510903731
1,onshore,Conservative,2046,0.51103098
1,onshore,Conservative,2047,0.511158229
1,onshore,Conservative,2048,0.511285478
1,onshore,Conservative,2049,0.511412726
1,onshore,Conservative,2050,0.511539975
2,onshore,Advanced,2019,0.457134
2,onshore,Advanced,2020,0.463339091
2,onshore,Advanced,2021,0.469544182
2,onshore,Advanced,2022,0.475749273
2,onshore,Advanced,2023,0.481954364
2,onshore,Advanced,2024,0.488159455
2,onshore,Advanced,2025,0.494364545
2,onshore,Advanced,2026,0.500569636
2,onshore,Advanced,2027,0.506774727
2,onshore,Advanced,2028,0.512979818
2,onshore,Advanced,2029,0.519184909
2,onshore,Advanced,2030,0.52539
2,onshore,Advanced,2031,0.526178085
2,onshore,Advanced,2032,0.52696617
2,onshore,Advanced,2033,0.527754255
2,onshore,Advanced,2034,0.52854234
2,onshore,Advanced,2035,0.529330425
2,onshore,Advanced,2036,0.53011851
2,onshore,Advanced,2037,0.530906595
2,onshore,Advanced,2038,0.53169468
2,onshore,Advanced,2039,0.532482765
2,onshore,Advanced,2040,0.53327085
2,onshore,Advanced,2041,0.534058935
2,onshore,Advanced,2042,0.53484702
2,onshore,Advanced,2043,0.535635105
2,onshore,Advanced,2044,0.53642319
2,onshore,Advanced,2045,0.537211275
2,onshore,Advanced,2046,0.53799936
2,onshore,Advanced,2047,0.538787445
2,onshore,Advanced,2048,0.53957553
2,onshore,Advanced,2049,0.540363615
2,onshore,Advanced,2050,0.5411517
2,onshore,Moderate,2019,0.457134
2,onshore,Moderate,2020,0.460892182
2,onshore,Moderate,2021,0.464650364
2,onshore,Moderate,2022,0.468408545
2,onshore,Moderate,2023,0.472166727
2,onshore,Moderate,2024,0.475924909
2,onshore,Moderate,2025,0.479683091
2,onshore,Moderate,2026,0.483441273
2,onshore,Moderate,2027,0.487199455
2,onshore,Moderate,2028,0.490957636
2,onshore,Moderate,2029,0.494715818
2,onshore,Moderate,2030,0.498474
2,onshore,Moderate,2031,0.498847856
2,onshore,Moderate,2032,0.499221711
2,onshore,Moderate,2033,0.499595567
2,onshore,Moderate,2034,0.499969422
2,onshore,Moderate,2035,0.500343278
2,onshore,Moderate,2036,0.500717133
2,onshore,Moderate,2037,0.501090989
2,onshore,Moderate,2038,0.501464844
2,onshore,Moderate,2039,0.5018387
2,onshore,Moderate,2040,0.502212555
2,onshore,Moderate,2041,0.502586411
2,onshore,Moderate,2042,0.502960266
2,onshore,Moderate,2043,0.503334122
2,onshore,Moderate,2044,0.503707977
2,onshore,Moderate,2045,0.504081833
2,onshore,Moderate,2046,0.504455688
2,onshore,Moderate,2047,0.504829544
2,onshore,Moderate,2048,0.505203399
2,onshore,Moderate,2049,0.505577255
2,onshore,Moderate,2050,0.50595111
2,onshore,Conservative,2019,0.457134
2,onshore,Conservative,2020,0.458000545
2,onshore,Conservative,2021,0.458867091
2,onshore,Conservative,2022,0.459733636
2,onshore,Conservative,2023,0.460600182
2,onshore,Conservative,2024,0.461466727
2,onshore,Conservative,2025,0.462333273
2,onshore,Conservative,2026,0.463199818
2,onshore,Conservative,2027,0.464066364
2,onshore,Conservative,2028,0.464932909
2,onshore,Conservative,2029,0.465799455
2,onshore,Conservative,2030,0.466666
2,onshore,Conservative,2031,0.466841
2,onshore,Conservative,2032,0.467016
2,onshore,Conservative,2033,0.467190999
2,onshore,Conservative,2034,0.467365999
2,onshore,Conservative,2035,0.467540999
2,onshore,Conservative,2036,0.467715999
2,onshore,Conservative,2037,0.467890998
2,onshore,Conservative,2038,0.468065998
2,onshore,Conservative,2039,0.468240998
2,onshore,Conservative,2040,0.468415998
2,onshore,Conservative,2041,0.468590997
2,onshore,Conservative,2042,0.468765997
2,onshore,Conservative,2043,0.468940997
2,onshore,Conservative,2044,0.469115997
2,onshore,Conservative,2045,0.469290996
2,onshore,Conservative,2046,0.469465996
2,onshore,Conservative,2047,0.469640996
2,onshore,Conservative,2048,0.469815996
2,onshore,Conservative,2049,0.469990995
2,onshore,Conservative,2050,0.470165995
3,onshore,Advanced,2019,0.443267
3,onshore,Advanced,2020,0.449468545
3,onshore,Advanced,2021,0.455670091
3,onshore,Advanced,2022,0.461871636
3,onshore,Advanced,2023,0.468073182
3,onshore,Advanced,2024,0.474274727
3,onshore,Advanced,2025,0.480476273
3,onshore,Advanced,2026,0.486677818
3,onshore,Advanced,2027,0.492879364
3,onshore,Advanced,2028,0.499080909
3,onshore,Advanced,2029,0.505282455
3,onshore,Advanced,2030,0.511484
3,onshore,Advanced,2031,0.512506968
3,onshore,Advanced,2032,0.513529936
3,onshore,Advanced,2033,0.514552904
3,onshore,Advanced,2034,0.515575872
3,onshore,Advanced,2035,0.51659884
3,onshore,Advanced,2036,0.517621808
3,onshore,Advanced,2037,0.518644776
3,onshore,Advanced,2038,0.519667744
3,onshore,Advanced,2039,0.520690712
3,onshore,Advanced,2040,0.52171368
3,onshore,Advanced,2041,0.522736648
3,onshore,Advanced,2042,0.523759616
3,onshore,Advanced,2043,0.524782584
3,onshore,Advanced,2044,0.525805552
3,onshore,Advanced,2045,0.52682852
3,onshore,Advanced,2046,0.527851488
3,onshore,Advanced,2047,0.528874456
3,onshore,Advanced,2048,0.529897424
3,onshore,Advanced,2049,0.530920392
3,onshore,Advanced,2050,0.53194336
3,onshore,Moderate,2019,0.443267
3,onshore,Moderate,2020,0.447030545
3,onshore,Moderate,2021,0.450794091
3,onshore,Moderate,2022,0.454557636
3,onshore,Moderate,2023,0.458321182
3,onshore,Moderate,2024,0.462084727
3,onshore,Moderate,2025,0.465848273
3,onshore,Moderate,2026,0.469611818
3,onshore,Moderate,2027,0.473375364
3,onshore,Moderate,2028,0.477138909
3,onshore,Moderate,2029,0.480902455
3,onshore,Moderate,2030,0.484666
3,onshore,Moderate,2031,0.485150666
3,onshore,Moderate,2032,0.485635332
3,onshore,Moderate,2033,0.486119998
3,onshore,Moderate,2034,0.486604664
3,onshore,Moderate,2035,0.48708933
3,onshore,Moderate,2036,0.487573996
3,onshore,Moderate,2037,0.488058662
3,onshore,Moderate,2038,0.488543328
3,onshore,Moderate,2039,0.489027994
3,onshore,Moderate,2040,0.48951266
3,onshore,Moderate,2041,0.489997326
3,onshore,Moderate,2042,0.490481992
3,onshore,Moderate,2043,0.490966658
3,onshore,Moderate,2044,0.491451324
3,onshore,Moderate,2045,0.49193599
3,onshore,Moderate,2046,0.492420656
3,onshore,Moderate,2047,0.492905322
3,onshore,Moderate,2048,0.493389988
3,onshore,Moderate,2049,0.493874654
3,onshore,Moderate,2050,0.49435932
3,onshore,Conservative,2019,0.443267
3,onshore,Conservative,2020,0.444184545
3,onshore,Conservative,2021,0.445102091
3,onshore,Conservative,2022,0.446019636
3,onshore,Conservative,2023,0.446937182
3,onshore,Conservative,2024,0.447854727
3,onshore,Conservative,2025,0.448772273
3,onshore,Conservative,2026,0.449689818
3,onshore,Conservative,2027,0.450607364
3,onshore,Conservative,2028,0.451524909
3,onshore,Conservative,2029,0.452442455
3,onshore,Conservative,2030,0.45336
3,onshore,Conservative,2031,0.45358668
3,onshore,Conservative,2032,0.45381336
3,onshore,Conservative,2033,0.45404004
3,onshore,Conservative,2034,0.45426672
3,onshore,Conservative,2035,0.4544934
3,onshore,Conservative,2036,0.45472008
3,onshore,Conservative,2037,0.45494676
3,onshore,Conservative,2038,0.45517344
3,onshore,Conservative,2039,0.45540012
3,onshore,Conservative,2040,0.4556268
3,onshore,Conservative,2041,0.45585348
3,onshore,Conservative,2042,0.45608016
3,onshore,Conservative,2043,0.45630684
3,onshore,Conservative,2044,0.45653352
3,onshore,Conservative,2045,0.4567602
3,onshore,Conservative,2046,0.45698688
3,onshore,Conservative,2047,0.45721356
3,onshore,Conservative,2048,0.45744024
3,onshore,Conservative,2049,0.45766692
3,onshore,Conservative,2050,0.4578936
4,onshore,Advanced,2019,0.42975
4,onshore,Advanced,2020,0.435908636
4,onshore,Advanced,2021,0.442067273
4,onshore,Advanced,2022,0.448225909
4,onshore,Advanced,2023,0.454384545
4,onshore,Advanced,2024,0.460543182
4,onshore,Advanced,2025,0.466701818
4,onshore,Advanced,2026,0.472860455
4,onshore,Advanced,2027,0.479019091
4,onshore,Advanced,2028,0.485177727
4,onshore,Advanced,2029,0.491336364
4,onshore,Advanced,2030,0.497495
4,onshore,Advanced,2031,0.498738738
4,onshore,Advanced,2032,0.499982475
4,onshore,Advanced,2033,0.501226213
4,onshore,Advanced,2034,0.50246995
4,onshore,Advanced,2035,0.503713688
4,onshore,Advanced,2036,0.504957425
4,onshore,Advanced,2037,0.506201163
4,onshore,Advanced,2038,0.5074449
4,onshore,Advanced,2039,0.508688638
4,onshore,Advanced,2040,0.509932375
4,onshore,Advanced,2041,0.511176113
4,onshore,Advanced,2042,0.51241985
4,onshore,Advanced,2043,0.513663588
4,onshore,Advanced,2044,0.514907325
4,onshore,Advanced,2045,0.516151063
4,onshore,Advanced,2046,0.5173948
4,onshore,Advanced,2047,0.518638538
4,onshore,Advanced,2048,0.519882275
4,onshore,Advanced,2049,0.521126013
4,onshore,Advanced,2050,0.52236975
4,onshore,Moderate,2019,0.42975
4,onshore,Moderate,2020,0.433464364
4,onshore,Moderate,2021,0.437178727
4,onshore,Moderate,2022,0.440893091
4,onshore,Moderate,2023,0.444607455
4,onshore,Moderate,2024,0.448321818
4,onshore,Moderate,2025,0.452036182
4,onshore,Moderate,2026,0.455750545
4,onshore,Moderate,2027,0.459464909
4,onshore,Moderate,2028,0.463179273
4,onshore,Moderate,2029,0.466893636
4,onshore,Moderate,2030,0.470608
4,onshore,Moderate,2031,0.47119626
4,onshore,Moderate,2032,0.47178452
4,onshore,Moderate,2033,0.47237278
4,onshore,Moderate,2034,0.47296104
4,onshore,Moderate,2035,0.4735493
4,onshore,Moderate,2036,0.47413756
4,onshore,Moderate,2037,0.47472582
4,onshore,Moderate,2038,0.47531408
4,onshore,Moderate,2039,0.47590234
4,onshore,Moderate,2040,0.4764906
4,onshore,Moderate,2041,0.47707886
4,onshore,Moderate,2042,0.47766712
4,onshore,Moderate,2043,0.47825538
4,onshore,Moderate,2044,0.47884364
4,onshore,Moderate,2045,0.4794319
4,onshore,Moderate,2046,0.48002016
4,onshore,Moderate,2047,0.48060842
4,onshore,Moderate,2048,0.48119668
4,onshore,Moderate,2049,0.48178494
4,onshore,Moderate,2050,0.4823732
4,onshore,Conservative,2019,0.42975
4,onshore,Conservative,2020,0.430681727
4,onshore,Conservative,2021,0.431613455
4,onshore,Conservative,2022,0.432545182
4,onshore,Conservative,2023,0.433476909
4,onshore,Conservative,2024,0.434408636
4,onshore,Conservative,2025,0.435340364
4,onshore,Conservative,2026,0.436272091
4,onshore,Conservative,2027,0.437203818
4,onshore,Conservative,2028,0.438135545
4,onshore,Conservative,2029,0.439067273
4,onshore,Conservative,2030,0.439999
4,onshore,Conservative,2031,0.440273999
4,onshore,Conservative,2032,0.440548999
4,onshore,Conservative,2033,0.440823998
4,onshore,Conservative,2034,0.441098998
4,onshore,Conservative,2035,0.441373997
4,onshore,Conservative,2036,0.441648996
4,onshore,Conservative,2037,0.441923996
4,onshore,Conservative,2038,0.442198995
4,onshore,Conservative,2039,0.442473994
4,onshore,Conservative,2040,0.442748994
4,onshore,Conservative,2041,0.443023993
4,onshore,Conservative,2042,0.443298993
4,onshore,Conservative,2043,0.443573992
4,onshore,Conservative,2044,0.443848991
4,onshore,Conservative,2045,0.444123991
4,onshore,Conservative,2046,0.44439899
4,onshore,Conservative,2047,0.444673989
4,onshore,Conservative,2048,0.444948989
4,onshore,Conservative,2049,0.445223988
4,onshore,Conservative,2050,0.445498988
5,onshore,Advanced,2019,0.412909
5,onshore,Advanced,2020,0.418996727
5,onshore,Advanced,2021,0.425084455
5,onshore,Advanced,2022,0.431172182
5,onshore,Advanced,2023,0.437259909
5,onshore,Advanced,2024,0.443347636
5,onshore,Advanced,2025,0.449435364
5,onshore,Advanced,2026,0.455523091
5,onshore,Advanced,2027,0.461610818
5,onshore,Advanced,2028,0.467698545
5,onshore,Advanced,2029,0.473786273
5,onshore,Advanced,2030,0.479874
5,onshore,Advanced,2031,0.481313622
5,onshore,Advanced,2032,0.482753244
5,onshore,Advanced,2033,0.484192866
5,onshore,Advanced,2034,0.485632488
5,onshore,Advanced,2035,0.48707211
5,onshore,Advanced,2036,0.488511732
5,onshore,Advanced,2037,0.489951354
5,onshore,Advanced,2038,0.491390976
5,onshore,Advanced,2039,0.492830598
5,onshore,Advanced,2040,0.49427022
5,onshore,Advanced,2041,0.495709842
5,onshore,Advanced,2042,0.497149464
5,onshore,Advanced,2043,0.498589086
5,onshore,Advanced,2044,0.500028708
5,onshore,Advanced,2045,0.50146833
5,onshore,Advanced,2046,0.502907952
5,onshore,Advanced,2047,0.504347574
5,onshore,Advanced,2048,0.505787196
5,onshore,Advanced,2049,0.507226818
5,onshore,Advanced,2050,0.50866644
5,onshore,Moderate,2019,0.412909
5,onshore,Moderate,2020,0.416559545
5,onshore,Moderate,2021,0.420210091
5,onshore,Moderate,2022,0.423860636
5,onshore,Moderate,2023,0.427511182
5,onshore,Moderate,2024,0.431161727
5,onshore,Moderate,2025,0.434812273
5,onshore,Moderate,2026,0.438462818
5,onshore,Moderate,2027,0.442113364
5,onshore,Moderate,2028,0.445763909
5,onshore,Moderate,2029,0.449414455
5,onshore,Moderate,2030,0.453065
5,onshore,Moderate,2031,0.453744598
5,onshore,Moderate,2032,0.454424195
5,onshore,Moderate,2033,0.455103793
5,onshore,Moderate,2034,0.45578339
5,onshore,Moderate,2035,0.456462988
5,onshore,Moderate,2036,0.457142585
5,onshore,Moderate,2037,0.457822183
5,onshore,Moderate,2038,0.45850178
5,onshore,Moderate,2039,0.459181378
5,onshore,Moderate,2040,0.459860975
5,onshore,Moderate,2041,0.460540573
5,onshore,Moderate,2042,0.46122017
5,onshore,Moderate,2043,0.461899768
5,onshore,Moderate,2044,0.462579365
5,onshore,Moderate,2045,0.463258963
5,onshore,Moderate,2046,0.46393856
5,onshore,Moderate,2047,0.464618158
5,onshore,Moderate,2048,0.465297755
5,onshore,Moderate,2049,0.465977353
5,onshore,Moderate,2050,0.46665695
5,onshore,Conservative,2019,0.412909
5,onshore,Conservative,2020,0.413857
5,onshore,Conservative,2021,0.414805
5,onshore,Conservative,2022,0.415753
5,onshore,Conservative,2023,0.416701
5,onshore,Conservative,2024,0.417649
5,onshore,Conservative,2025,0.418597
5,onshore,Conservative,2026,0.419545
5,onshore,Conservative,2027,0.420493
5,onshore,Conservative,2028,0.421441
5,onshore,Conservative,2029,0.422389
5,onshore,Conservative,2030,0.423337
5,onshore,Conservative,2031,0.423654503
5,onshore,Conservative,2032,0.423972006
5,onshore,Conservative,2033,0.424289508
5,onshore,Conservative,2034,0.424607011
5,onshore,Conservative,2035,0.424924514
5,onshore,Conservative,2036,0.425242017
5,onshore,Conservative,2037,0.425559519
5,onshore,Conservative,2038,0.425877022
5,onshore,Conservative,2039,0.426194525
5,onshore,Conservative,2040,0.426512028
5,onshore,Conservative,2041,0.42682953
5,onshore,Conservative,2042,0.427147033
5,onshore,Conservative,2043,0.427464536
5,onshore,Conservative,2044,0.427782039
5,onshore,Conservative,2045,0.428099541
5,onshore,Conservative,2046,0.428417044
5,onshore,Conservative,2047,0.428734547
5,onshore,Conservative,2048,0.42905205
5,onshore,Conservative,2049,0.429369552
5,onshore,Conservative,2050,0.429687055
6,onshore,Advanced,2019,0.38662
6,onshore,Advanced,2020,0.392586091
6,onshore,Advanced,2021,0.398552182
6,onshore,Advanced,2022,0.404518273
6,onshore,Advanced,2023,0.410484364
6,onshore,Advanced,2024,0.416450455
6,onshore,Advanced,2025,0.422416545
6,onshore,Advanced,2026,0.428382636
6,onshore,Advanced,2027,0.434348727
6,onshore,Advanced,2028,0.440314818
6,onshore,Advanced,2029,0.446280909
6,onshore,Advanced,2030,0.452247
6,onshore,Advanced,2031,0.453829865
6,onshore,Advanced,2032,0.455412729
6,onshore,Advanced,2033,0.456995594
6,onshore,Advanced,2034,0.458578458
6,onshore,Advanced,2035,0.460161323
6,onshore,Advanced,2036,0.461744187
6,onshore,Advanced,2037,0.463327052
6,onshore,Advanced,2038,0.464909916
6,onshore,Advanced,2039,0.466492781
6,onshore,Advanced,2040,0.468075645
6,onshore,Advanced,2041,0.46965851
6,onshore,Advanced,2042,0.471241374
6,onshore,Advanced,2043,0.472824239
6,onshore,Advanced,2044,0.474407103
6,onshore,Advanced,2045,0.475989968
6,onshore,Advanced,2046,0.477572832
6,onshore,Advanced,2047,0.479155697
6,onshore,Advanced,2048,0.480738561
6,onshore,Advanced,2049,0.482321426
6,onshore,Advanced,2050,0.48390429
6,onshore,Moderate,2019,0.38662
6,onshore,Moderate,2020,0.390545273
6,onshore,Moderate,2021,0.394470545
6,onshore,Moderate,2022,0.398395818
6,onshore,Moderate,2023,0.402321091
6,onshore,Moderate,2024,0.406246364
6,onshore,Moderate,2025,0.410171636
6,onshore,Moderate,2026,0.414096909
6,onshore,Moderate,2027,0.418022182
6,onshore,Moderate,2028,0.421947455
6,onshore,Moderate,2029,0.425872727
6,onshore,Moderate,2030,0.429798
6,onshore,Moderate,2031,0.430550147
6,onshore,Moderate,2032,0.431302293
6,onshore,Moderate,2033,0.43205444
6,onshore,Moderate,2034,0.432806586
6,onshore,Moderate,2035,0.433558733
6,onshore,Moderate,2036,0.434310879
6,onshore,Moderate,2037,0.435063026
6,onshore,Moderate,2038,0.435815172
6,onshore,Moderate,2039,0.436567319
6,onshore,Moderate,2040,0.437319465
6,onshore,Moderate,2041,0.438071612
6,onshore,Moderate,2042,0.438823758
6,onshore,Moderate,2043,0.439575905
6,onshore,Moderate,2044,0.440328051
6,onshore,Moderate,2045,0.441080198
6,onshore,Moderate,2046,0.441832344
6,onshore,Moderate,2047,0.442584491
6,onshore,Moderate,2048,0.443336637
6,onshore,Moderate,2049,0.444088784
6,onshore,Moderate,2050,0.44484093
6,onshore,Conservative,2019,0.38662
6,onshore,Conservative,2020,0.387602455
6,onshore,Conservative,2021,0.388584909
6,onshore,Conservative,2022,0.389567364
6,onshore,Conservative,2023,0.390549818
6,onshore,Conservative,2024,0.391532273
6,onshore,Conservative,2025,0.392514727
6,onshore,Conservative,2026,0.393497182
6,onshore,Conservative,2027,0.394479636
6,onshore,Conservative,2028,0.395462091
6,onshore,Conservative,2029,0.396444545
6,onshore,Conservative,2030,0.397427
6,onshore,Conservative,2031,0.397774749
6,onshore,Conservative,2032,0.398122497
6,onshore,Conservative,2033,0.398470246
6,onshore,Conservative,2034,0.398817995
6,onshore,Conservative,2035,0.399165743
6,onshore,Conservative,2036,0.399513492
6,onshore,Conservative,2037,0.39986124
6,onshore,Conservative,2038,0.400208989
6,onshore,Conservative,2039,0.400556738
6,onshore,Conservative,2040,0.400904486
6,onshore,Conservative,2041,0.401252235
6,onshore,Conservative,2042,0.401599984
6,onshore,Conservative,2043,0.401947732
6,onshore,Conservative,2044,0.402295481
6,onshore,Conservative,2045,0.402643229
6,onshore,Conservative,2046,0.402990978
6,onshore,Conservative,2047,0.403338727
6,onshore,Conservative,2048,0.403686475
6,onshore,Conservative,2049,0.404034224
6,onshore,Conservative,2050,0.404381973
7,onshore,Advanced,2019,0.352304
7,onshore,Advanced,2020,0.358046545
7,onshore,Advanced,2021,0.363789091
7,onshore,Advanced,2022,0.369531636
7,onshore,Advanced,2023,0.375274182
7,onshore,Advanced,2024,0.381016727
7,onshore,Advanced,2025,0.386759273
7,onshore,Advanced,2026,0.392501818
7,onshore,Advanced,2027,0.398244364
7,onshore,Advanced,2028,0.403986909
7,onshore,Advanced,2029,0.409729455
7,onshore,Advanced,2030,0.415472
7,onshore,Advanced,2031,0.417133888
7,onshore,Advanced,2032,0.418795776
7,onshore,Advanced,2033,0.420457664
7,onshore,Advanced,2034,0.422119552
7,onshore,Advanced,2035,0.42378144
7,onshore,Advanced,2036,0.425443328
7,onshore,Advanced,2037,0.427105216
7,onshore,Advanced,2038,0.428767104
7,onshore,Advanced,2039,0.430428992
7,onshore,Advanced,2040,0.43209088
7,onshore,Advanced,2041,0.433752768
7,onshore,Advanced,2042,0.435414656
7,onshore,Advanced,2043,0.437076544
7,onshore,Advanced,2044,0.438738432
7,onshore,Advanced,2045,0.44040032
7,onshore,Advanced,2046,0.442062208
7,onshore,Advanced,2047,0.443724096
7,onshore,Advanced,2048,0.445385984
7,onshore,Advanced,2049,0.447047872
7,onshore,Advanced,2050,0.44870976
7,onshore,Moderate,2019,0.352304
7,onshore,Moderate,2020,0.355705455
7,onshore,Moderate,2021,0.359106909
7,onshore,Moderate,2022,0.362508364
7,onshore,Moderate,2023,0.365909818
7,onshore,Moderate,2024,0.369311273
7,onshore,Moderate,2025,0.372712727
7,onshore,Moderate,2026,0.376114182
7,onshore,Moderate,2027,0.379515636
7,onshore,Moderate,2028,0.382917091
7,onshore,Moderate,2029,0.386318545
7,onshore,Moderate,2030,0.38972
7,onshore,Moderate,2031,0.39049944
7,onshore,Moderate,2032,0.39127888
7,onshore,Moderate,2033,0.39205832
7,onshore,Moderate,2034,0.39283776
7,onshore,Moderate,2035,0.3936172
7,onshore,Moderate,2036,0.39439664
7,onshore,Moderate,2037,0.39517608
7,onshore,Moderate,2038,0.39595552
7,onshore,Moderate,2039,0.39673496
7,onshore,Moderate,2040,0.3975144
7,onshore,Moderate,2041,0.39829384
7,onshore,Moderate,2042,0.39907328
7,onshore,Moderate,2043,0.39985272
7,onshore,Moderate,2044,0.40063216
7,onshore,Moderate,2045,0.4014116
7,onshore,Moderate,2046,0.40219104
7,onshore,Moderate,2047,0.40297048
7,onshore,Moderate,2048,0.40374992
7,onshore,Moderate,2049,0.40452936
7,onshore,Moderate,2050,0.4053088
7,onshore,Conservative,2019,0.352304
7,onshore,Conservative,2020,0.353305727
7,onshore,Conservative,2021,0.354307455
7,onshore,Conservative,2022,0.355309182
7,onshore,Conservative,2023,0.356310909
7,onshore,Conservative,2024,0.357312636
7,onshore,Conservative,2025,0.358314364
7,onshore,Conservative,2026,0.359316091
7,onshore,Conservative,2027,0.360317818
7,onshore,Conservative,2028,0.361319545
7,onshore,Conservative,2029,0.362321273
7,onshore,Conservative,2030,0.363323
7,onshore,Conservative,2031,0.363686323
7,onshore,Conservative,2032,0.364049646
7,onshore,Conservative,2033,0.364412969
7,onshore,Conservative,2034,0.364776292
7,onshore,Conservative,2035,0.365139615
7,onshore,Conservative,2036,0.365502938
7,onshore,Conservative,2037,0.365866261
7,onshore,Conservative,2038,0.366229584
7,onshore,Conservative,2039,0.366592907
7,onshore,Conservative,2040,0.36695623
7,onshore,Conservative,2041,0.367319553
7,onshore,Conservative,2042,0.367682876
7,onshore,Conservative,2043,0.368046199
7,onshore,Conservative,2044,0.368409522
7,onshore,Conservative,2045,0.368772845
7,onshore,Conservative,2046,0.369136168
7,onshore,Conservative,2047,0.369499491
7,onshore,Conservative,2048,0.369862814
7,onshore,Conservative,2049,0.370226137
7,onshore,Conservative,2050,0.37058946
8,onshore,Advanced,2019,0.311036
8,onshore,Advanced,2020,0.316451182
8,onshore,Advanced,2021,0.321866364
8,onshore,Advanced,2022,0.327281545
8,onshore,Advanced,2023,0.332696727
8,onshore,Advanced,2024,0.338111909
8,onshore,Advanced,2025,0.343527091
8,onshore,Advanced,2026,0.348942273
8,onshore,Advanced,2027,0.354357455
8,onshore,Advanced,2028,0.359772636
8,onshore,Advanced,2029,0.365187818
8,onshore,Advanced,2030,0.370603
8,onshore,Advanced,2031,0.372270714
8,onshore,Advanced,2032,0.373938427
8,onshore,Advanced,2033,0.375606141
8,onshore,Advanced,2034,0.377273854
8,onshore,Advanced,2035,0.378941568
8,onshore,Advanced,2036,0.380609281
8,onshore,Advanced,2037,0.382276995
8,onshore,Advanced,2038,0.383944708
8,onshore,Advanced,2039,0.385612422
8,onshore,Advanced,2040,0.387280135
8,onshore,Advanced,2041,0.388947849
8,onshore,Advanced,2042,0.390615562
8,onshore,Advanced,2043,0.392283276
8,onshore,Advanced,2044,0.393950989
8,onshore,Advanced,2045,0.395618703
8,onshore,Advanced,2046,0.397286416
8,onshore,Advanced,2047,0.39895413
8,onshore,Advanced,2048,0.400621843
8,onshore,Advanced,2049,0.402289557
8,onshore,Advanced,2050,0.40395727
