sensitivity,bin_number,NZAu_maj,vintage,value,name,interpolation_method,extrapolation_method,type
[d],5,qld-north,2048,0.4313502170510879,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-north,2049,0.43178437200834674,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-north,2050,0.4322051668333442,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2020,0.4448122748063194,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2021,0.449193396414282,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2022,0.45259165129074524,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2023,0.4553682342087722,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2024,0.4577157903997233,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2025,0.4597493436839331,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2026,0.4615430728289468,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2027,0.4631476045485369,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2028,0.4645990825352845,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2029,0.46592418344653186,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2030,0.46714315187696326,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2031,0.4682717388117977,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2032,0.4693224334668012,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2033,0.4703052949699929,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2034,0.47122855112456963,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2035,0.4720990241150066,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2036,0.47292240782355294,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2037,0.4737035587867226,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2038,0.4744465814501914,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2039,0.47515503171158474,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2040,0.4758319974821949,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2041,0.476480134734403,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2042,0.47710180880699327,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2043,0.47769909914661407,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2044,0.47827385500319275,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2045,0.47882769009966875,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2046,0.47936210375164473,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2047,0.47987839178647873,offshore wind|5,two_tier,two_tier,offshore
[d],5,qld-south,2048,0.4803777526435095,offshore wind|5,two_tier,two_tier,offshore
